fx fy fz tx ty tz 
-0.851257 0.405206 26.543877 -0.746775 -1.240683 -0.283897
-0.764445 0.498405 28.016809 -0.769398 -1.221346 -0.279208
-0.767532 -0.255959 30.540469 -0.680794 -1.177420 -0.262182
-0.854004 -0.091218 31.347351 -0.741561 -1.192625 -0.265635
-1.051124 0.079937 32.779243 -0.786317 -1.134384 -0.244102
-0.716473 -0.670251 34.792229 -0.701739 -1.018650 -0.220046
-1.216572 -0.607212 35.097052 -0.749787 -1.100984 -0.234547
-0.902990 -0.231918 36.090209 -0.794712 -0.973340 -0.208053
-1.019522 -0.713742 36.733517 -0.743903 -0.917782 -0.196789
-0.890151 -1.543028 38.014171 -0.669701 -0.831672 -0.187601
-1.995738 -1.648965 37.510485 -0.752559 -0.943853 -0.208075
-2.028168 -1.494793 36.911179 -0.814292 -0.877764 -0.198456
-1.638622 -1.940720 37.520155 -0.731599 -0.752660 -0.185422
-1.966566 -2.416596 37.401403 -0.609814 -0.740081 -0.174071
-1.904981 -2.055627 36.621528 -0.600411 -0.723457 -0.175586
-2.171340 -1.957095 35.713646 -0.594799 -0.701748 -0.167347
-2.195552 -2.438952 35.429388 -0.547515 -0.646390 -0.158497
-2.732701 -2.980077 35.172860 -0.516662 -0.734787 -0.178801
-2.758796 -3.275544 34.853110 -0.490351 -0.687450 -0.169792
-2.706343 -3.216985 34.481507 -0.485629 -0.651130 -0.165164
-2.475996 -2.866748 33.921407 -0.496926 -0.602178 -0.154069
-2.659403 -2.445933 33.393121 -0.529165 -0.667926 -0.155023
-2.925300 -2.264620 33.197908 -0.527782 -0.725097 -0.145628
-2.633746 -2.210569 33.025074 -0.505455 -0.682905 -0.120417
-2.485997 -2.074685 32.913954 -0.500953 -0.698819 -0.110918
-1.865048 -1.559249 31.939038 -0.558600 -0.654766 -0.095902
-2.444161 -1.451196 31.223548 -0.545836 -0.787238 -0.107553
-1.866700 -1.575266 31.026446 -0.505369 -0.667854 -0.084165
-1.992598 -1.496572 30.348487 -0.502864 -0.717804 -0.094229
-1.817874 -1.287988 29.130666 -0.526154 -0.702755 -0.085950
